,bedrooms,age,year,bathrooms,sqft_living,view,condition,grade,floors,sqft_lot,sqft_above,sqft_basement,sqft_living15,sqft_lot15,waterfront_1,is_renovated_1,predicted_price
1896,4,8,2014,2.75,3190,0,3,9,2.0,8737,3190,0,3240,7131,0,0,750789.0
1897,4,6,2015,2.5,2730,0,3,7,2.0,4526,2730,0,2190,4572,0,0,462189.0
1898,4,45,2014,2.25,1800,0,3,8,1.0,9350,1800,0,2060,8800,0,0,436266.0
1899,3,47,2014,2.5,2630,0,4,9,1.0,10100,1580,1050,2400,9700,0,0,810887.0
1900,4,15,2015,2.5,2390,0,3,9,2.0,5800,2390,0,2590,6507,0,0,492861.0
1901,4,74,2014,2.5,1700,0,4,7,1.0,6380,850,850,1380,6380,0,0,493306.0
1902,3,22,2014,2.0,2090,0,3,9,1.0,15790,2090,0,1820,8770,0,0,462994.0
1903,3,51,2014,1.0,1960,0,4,7,1.0,7955,1260,700,1850,8219,0,0,305126.0
1904,4,58,2014,1.75,2000,3,5,7,1.0,6000,1000,1000,2610,4377,0,0,667553.0
1905,3,13,2014,2.5,1670,0,3,8,2.0,4308,1670,0,1670,2897,0,0,460295.0
1906,3,75,2015,2.5,2570,0,4,8,1.0,5000,1480,1090,2420,5484,0,0,814887.0
1907,5,76,2014,3.75,3290,0,5,10,2.0,6480,2190,1100,2010,7639,0,0,1272743.0
1908,3,30,2014,2.25,2110,0,4,9,1.0,7279,2110,0,2130,7279,0,0,509849.0
1909,4,22,2014,2.5,2810,0,3,9,2.0,7549,2810,0,2750,7642,0,0,521403.0
1910,2,61,2014,1.75,2330,2,4,7,1.0,10143,1220,1110,2560,9750,0,0,620508.0
1911,4,4,2014,2.5,2150,0,3,7,2.0,3143,2150,0,2640,3200,0,0,372865.0
1912,3,53,2015,1.75,1670,0,4,8,1.0,10798,1670,0,2290,10798,0,0,572483.0
1913,3,22,2014,2.5,1760,0,3,8,2.0,7601,1760,0,1920,6851,0,0,344267.0
1914,4,37,2014,1.75,1750,0,3,7,1.0,18810,1220,530,1840,17424,0,0,338553.0
1915,3,0,2014,2.5,1690,0,3,8,2.0,1613,1150,540,1690,1662,0,0,453694.0
1916,4,6,2014,2.5,2910,0,3,8,2.0,6338,2910,0,2500,5877,0,0,503567.0
1917,3,-1,2014,1.75,1320,0,3,9,3.0,1014,1320,0,1380,1495,0,0,480279.0
1918,4,57,2014,2.5,2540,0,5,7,1.0,11100,2540,0,1560,11100,0,0,470727.0
1919,3,53,2014,2.0,2200,2,3,8,1.0,21890,1200,1000,2600,15162,0,0,531301.0
1920,4,34,2015,3.5,3100,2,3,9,2.0,2261,2250,850,2660,2000,0,0,957984.0
1921,3,32,2015,2.25,2040,0,4,8,2.0,18360,2040,0,2590,21315,0,0,547402.0
1922,2,104,2014,1.0,970,0,3,7,1.0,2970,970,0,1670,3000,0,0,488390.0
1923,5,87,2014,3.25,4290,0,4,10,2.5,7019,3590,700,1920,4000,0,0,1981725.0
1924,3,41,2015,1.75,1840,0,3,8,1.0,7350,1370,470,1920,8518,0,0,401382.0
1925,3,19,2014,2.5,2250,0,3,8,2.0,8076,2250,0,2180,7244,0,0,415028.0
1926,3,105,2014,2.0,1830,0,5,7,1.5,3500,1290,540,1530,4000,0,0,584074.0
1927,4,24,2014,3.75,3830,0,4,11,2.0,41263,3830,0,5600,56568,0,0,1203078.0
1928,2,88,2014,1.0,1040,0,3,7,1.0,3200,1040,0,1890,4000,0,0,500185.0
1929,5,11,2014,3.0,2840,0,3,7,1.0,7199,1710,1130,2210,10800,0,0,400323.0
1930,4,6,2014,2.75,3800,0,3,9,2.0,9606,3800,0,3400,9677,0,0,843814.0
1931,3,55,2015,1.75,2320,2,4,8,1.0,55847,2320,0,2400,26112,0,0,774649.0
1932,2,77,2014,1.0,770,0,3,6,1.0,2191,770,0,940,5000,0,0,281337.0
1933,3,94,2015,1.0,1280,0,4,7,1.0,3900,1280,0,2020,4560,0,0,621285.0
1934,3,46,2014,2.25,1830,0,4,7,1.0,7500,1330,500,1830,8720,0,0,374069.0
1935,3,47,2014,2.0,1640,0,5,7,1.0,9234,1060,580,2230,10354,0,0,426793.0
1936,5,7,2014,3.5,5150,2,3,10,2.0,12230,3700,1450,2940,13462,0,0,1149363.0
1937,4,0,2014,2.5,3390,0,3,8,2.0,7870,3390,0,1960,10069,0,0,636531.0
1938,3,34,2014,1.0,1170,0,2,6,1.0,11000,1170,0,1590,10894,0,0,207728.0
1939,5,38,2014,2.25,2460,0,4,8,1.0,8710,1330,1130,2460,8870,0,0,549578.0
1940,3,87,2014,3.75,2380,0,3,7,1.5,3600,1690,690,1990,3520,0,0,705590.0
1941,4,21,2014,2.5,3270,0,3,9,2.0,9578,3270,0,3120,8784,0,0,701366.0
1942,2,25,2015,1.5,1440,0,3,7,2.0,22081,1440,0,1440,19544,0,0,307251.0
1943,4,8,2015,4.5,4060,0,3,10,2.0,10800,4060,0,1830,9768,0,0,1079652.0
1944,3,46,2014,1.5,1900,0,4,7,1.0,9737,1200,700,1670,9737,0,0,307861.0
1945,3,102,2014,1.75,2010,0,5,7,1.0,4905,1230,780,2210,1834,0,0,660294.0
1946,2,9,2014,2.5,1780,0,3,8,3.0,1311,1350,430,1390,1227,0,0,537126.0
1947,3,23,2014,2.5,2540,0,3,10,2.0,40106,2540,0,3190,71797,0,0,644336.0
1948,4,0,2014,2.5,3560,0,3,9,2.0,6786,2930,630,3560,5886,0,0,803346.0
1949,2,87,2014,1.0,1520,0,4,7,1.0,3360,830,690,1470,3774,0,0,499153.0
1950,3,86,2014,1.5,2150,0,3,7,1.5,4000,1470,680,1750,4000,0,0,578036.0
1951,3,15,2015,2.5,3370,0,3,10,1.0,167706,3370,0,3350,213444,0,0,796820.0
1952,4,1,2015,2.5,2440,0,3,8,2.0,6581,2440,0,1480,7432,0,0,508551.0
1953,4,42,2015,2.5,2480,2,4,7,1.0,91911,1470,1010,2540,91911,0,0,492254.0
1954,3,52,2015,1.5,1200,0,3,7,1.0,9120,1000,200,1640,9200,0,0,280812.0
1955,2,11,2015,1.75,910,0,3,6,1.0,2550,910,0,1310,2550,0,0,253314.0
1956,5,0,2014,3.25,3830,0,3,9,2.0,6507,3830,0,3950,6723,0,0,910823.0
1957,4,38,2015,1.75,2040,0,3,8,1.0,9322,1440,600,1910,10026,0,0,497329.0
1958,2,7,2015,2.25,1230,0,3,7,2.0,1058,1160,70,1240,817,0,0,362292.0
1959,3,45,2015,1.0,970,0,4,6,1.0,11963,970,0,1210,11963,0,0,212921.0
1960,4,46,2014,1.75,1650,0,3,8,1.0,7800,1650,0,1750,10400,0,0,433761.0
1961,4,32,2014,2.5,2810,0,3,9,2.0,11120,2810,0,3100,12672,0,0,653033.0
1962,3,23,2015,1.75,1680,0,3,7,1.0,3420,960,720,1680,4080,0,0,475694.0
1963,4,84,2014,1.5,1690,0,4,5,1.0,11054,1690,0,1690,9040,0,0,296923.0
1964,3,71,2015,1.75,1710,0,4,7,1.0,5000,1110,600,920,5000,0,0,526698.0
1965,3,8,2014,2.5,2830,0,3,9,2.0,9972,2830,0,3557,9159,0,0,610887.0
1966,3,7,2015,1.75,2170,0,3,7,1.0,73616,2170,0,1710,297514,0,0,368796.0
1967,3,53,2014,1.75,1330,0,3,8,1.0,7500,1330,0,1690,7800,0,0,384504.0
1968,2,75,2014,1.5,1350,0,3,7,1.0,4592,1070,280,1610,5102,0,0,510736.0
1969,3,10,2014,2.5,1970,0,3,7,2.0,4058,1970,0,2340,4067,0,0,364394.0
1970,4,34,2014,2.75,2310,0,5,8,1.0,10232,1310,1000,2820,9886,0,0,581329.0
1971,3,33,2014,2.25,1830,3,4,7,1.0,13477,1170,660,1960,11344,0,0,360341.0
1972,4,67,2014,3.5,3600,0,3,9,2.0,5217,2720,880,2270,5217,0,1,1134086.0
1973,2,50,2014,1.5,1750,0,4,8,2.0,46173,1750,0,2220,42224,0,0,443228.0
1974,4,41,2015,2.5,2680,0,4,8,1.0,9928,1340,1340,2180,10478,0,0,520906.0
1975,3,62,2015,1.0,1500,0,4,7,1.0,6240,1500,0,1230,6240,0,0,370430.0
1976,3,58,2014,1.0,960,0,4,5,1.0,5700,960,0,960,5700,0,0,174909.0
1977,3,21,2015,2.0,1410,0,3,7,1.0,10577,1410,0,1660,6757,0,0,270751.0
1978,3,44,2015,1.0,1010,0,3,7,1.0,6400,1010,0,1820,6500,0,0,343251.0
1979,3,7,2014,2.5,1350,0,3,8,2.0,1186,1120,230,1500,1605,0,0,455561.0
1980,2,8,2015,1.5,1190,0,3,8,2.0,1361,1190,0,1280,3360,0,0,402609.0
1981,3,58,2014,1.0,980,0,3,7,1.0,12812,980,0,1430,8986,0,0,239574.0
1982,4,44,2015,2.25,2240,0,3,8,2.0,9600,2240,0,2050,9240,0,0,467234.0
1983,5,41,2014,3.5,3860,3,4,8,1.0,9600,2660,1200,2440,9600,0,0,723211.0
1984,3,0,2014,2.25,1670,0,3,8,3.0,1596,1670,0,1640,1310,0,0,563293.0
1985,2,101,2014,1.0,1280,0,4,6,1.0,7861,1280,0,1020,6480,0,0,243354.0
1986,4,8,2014,2.5,3190,0,3,10,2.0,8195,3190,0,3400,7607,0,0,708083.0
1987,4,42,2015,2.25,2480,0,4,9,2.0,36974,2480,0,3160,35070,0,0,712670.0
1988,3,32,2015,2.5,1300,0,3,8,2.0,10484,1300,0,1380,7868,0,0,343032.0
1989,2,82,2014,1.0,1060,0,4,6,1.5,3325,770,290,1820,4275,0,0,394681.0
1990,4,9,2015,2.5,2820,0,3,9,2.0,5056,2820,0,2820,5150,0,0,569358.0
1991,3,42,2014,2.75,2340,0,4,8,1.0,16500,1500,840,2210,15251,0,0,529618.0
1992,4,33,2014,2.25,3680,0,4,9,2.0,26266,3680,0,2340,19939,0,0,662626.0
1993,4,24,2014,3.0,1990,0,3,7,2.0,6180,1990,0,1910,6180,0,0,345650.0
1994,5,88,2014,3.5,2320,0,5,7,2.0,4960,1720,600,1700,4960,0,0,606345.0
1995,3,68,2015,2.0,1160,0,3,7,1.0,6120,1160,0,1150,5100,0,0,480082.0
1996,3,62,2015,1.0,1270,0,3,7,1.0,7500,1270,0,1340,3000,0,0,475598.0
1997,3,49,2014,1.5,1200,0,4,7,1.0,9720,1200,0,1380,10284,0,0,255362.0
1998,2,75,2015,1.0,900,0,3,7,1.0,6656,900,0,1230,6400,0,0,349788.0
1999,3,24,2014,2.5,2520,0,3,9,3.0,5000,2520,0,1130,5000,0,0,789991.0
2000,4,51,2014,2.0,1830,0,3,7,1.0,9610,1830,0,1970,10754,0,0,377391.0
2001,3,84,2015,1.75,1570,0,4,8,1.5,2600,1570,0,1490,4000,0,0,565519.0
2002,4,51,2014,2.25,1660,0,3,7,1.0,7184,1110,550,1640,7200,0,0,342418.0
2003,3,57,2015,1.5,1340,0,4,7,1.0,8450,1340,0,1340,8920,0,0,305621.0
2004,4,13,2015,2.5,3190,0,3,10,2.0,24170,3190,0,2110,26321,0,0,770094.0
2005,2,71,2014,1.0,710,0,4,7,2.0,1157,710,0,1370,1173,0,0,377189.0
2006,3,55,2014,2.25,1980,0,3,7,1.0,8775,1290,690,1550,9240,0,0,344938.0
2007,4,16,2014,2.5,3030,0,3,10,2.0,29163,3030,0,2780,40669,0,0,720714.0
2008,4,9,2014,2.25,2190,0,3,8,2.0,3746,2190,0,2200,3591,0,0,456035.0
2009,3,47,2015,1.5,1220,0,4,7,1.0,9000,1220,0,1220,9472,0,0,227117.0
2010,3,45,2014,2.0,1690,0,4,7,1.0,9583,1690,0,1690,9583,0,0,334947.0
2011,2,9,2014,2.5,1260,0,3,8,3.0,1347,1260,0,1260,1356,0,0,428924.0
2012,6,72,2015,2.0,1750,0,4,5,1.0,17685,1750,0,1750,9209,0,0,299609.0
2013,3,15,2015,3.5,4110,1,3,10,1.0,15720,2230,1880,2500,15400,0,0,820776.0
2014,3,60,2014,1.0,1210,0,3,6,1.0,8000,1210,0,1430,8000,0,0,257762.0
2015,4,27,2014,1.75,2450,2,4,9,1.0,13300,1630,820,3150,15500,0,0,624215.0
2016,2,6,2015,2.25,1100,0,3,8,2.0,1114,900,200,1230,1800,0,0,444269.0
2017,5,53,2014,2.25,1870,0,4,8,1.0,11411,1170,700,2420,10793,0,0,566454.0
2018,4,92,2014,2.5,2610,0,5,8,1.5,3277,1920,690,1810,3277,0,0,973159.0
2019,4,18,2014,2.5,3690,2,3,10,2.0,13609,3690,0,3600,13609,0,0,845021.0
2020,6,45,2015,2.25,2950,0,4,7,1.0,11200,1700,1250,1790,11200,0,0,367295.0
2021,3,0,2014,2.0,1490,0,3,8,3.0,1286,1490,0,1420,1230,0,0,453843.0
2022,4,2,2014,2.75,3730,0,3,10,2.0,8014,3730,0,3670,8279,0,0,830852.0
2023,3,12,2015,2.5,2170,0,3,9,2.0,5000,2170,0,2170,5000,0,0,591176.0
2024,2,32,2015,1.5,1260,0,4,7,2.0,2625,1260,0,1260,2625,0,0,310891.0
2025,4,3,2015,3.0,2290,0,3,8,2.0,5105,2290,0,2450,5105,0,0,398424.0
2026,4,4,2014,2.5,2301,0,3,9,2.0,6452,2301,0,2650,6054,0,0,497994.0
2027,4,22,2015,5.0,5820,0,3,11,2.0,13906,3750,2070,2980,13000,0,0,1452151.0
2028,3,25,2014,2.5,2210,0,3,9,2.0,7557,2210,0,2440,8641,0,0,516007.0
2029,3,49,2014,2.25,1960,0,3,7,1.0,8875,1290,670,1890,8700,0,0,413789.0
2030,1,103,2014,1.0,790,0,3,6,1.0,4590,790,0,1070,4590,0,0,257633.0
2031,3,40,2015,2.25,1790,0,4,8,2.0,2240,1790,0,1780,2560,0,0,413203.0
2032,2,67,2015,1.75,1720,0,3,6,1.0,5785,860,860,1680,5184,0,1,432356.0
2033,2,98,2014,1.0,880,0,4,6,1.0,4000,880,0,1430,4000,0,0,397719.0
2034,3,25,2014,1.75,1510,0,3,7,1.0,44000,1240,270,2290,36242,0,0,372199.0
2035,4,53,2014,2.0,1970,0,3,8,1.0,10500,1820,150,2090,12300,0,0,431705.0
2036,5,25,2015,3.5,3730,0,3,10,1.0,16679,2760,970,3280,16679,0,0,852042.0
2037,2,37,2015,1.0,1520,0,4,7,2.0,4700,1520,0,1140,3906,0,0,301775.0
2038,3,72,2014,1.0,1040,0,3,7,1.0,8410,1040,0,1350,8410,0,1,257634.0
2039,3,16,2014,2.0,3000,0,3,7,2.0,21883,1970,1030,2280,14025,0,0,481706.0
2040,3,11,2014,2.5,1700,0,3,7,2.0,6396,1700,0,1700,4444,0,0,346320.0
2041,3,113,2014,2.75,2240,0,3,7,2.5,3600,1650,590,1716,3120,0,0,696599.0
2042,5,10,2014,2.75,3390,0,3,9,2.0,5211,3390,0,3210,5211,0,0,735193.0
2043,5,60,2015,1.75,1380,0,3,7,1.0,7620,1180,200,1990,7620,0,0,439289.0
2044,4,11,2014,2.5,2430,0,4,8,2.0,5556,2430,0,2430,5556,0,0,528087.0
2045,2,89,2014,1.75,1050,2,4,6,1.5,6500,1050,0,1320,10075,0,0,327394.0
2046,2,79,2014,1.0,890,0,3,6,1.0,6430,890,0,1460,6430,0,1,285342.0
2047,3,66,2014,1.75,2360,0,4,8,1.0,7291,1360,1000,1860,5499,0,0,640599.0
2048,4,25,2014,2.5,2670,0,4,9,2.0,13463,2670,0,2560,10982,0,0,639645.0
2049,3,1,2014,2.5,2110,0,3,8,1.0,5608,1340,770,2040,9363,0,0,410584.0
2050,4,24,2014,2.75,2140,0,4,7,2.0,8100,2140,0,1960,7002,0,0,359644.0
2051,2,10,2014,1.0,870,0,3,7,1.0,2676,820,50,1500,1719,0,0,292043.0
2052,1,87,2014,1.0,1020,0,3,7,1.0,3200,1020,0,1670,3480,0,0,534224.0
2053,3,29,2015,2.5,1920,0,3,8,2.0,4534,1920,0,1380,5100,0,0,462163.0
2054,4,102,2014,1.75,1640,0,4,7,1.0,1480,820,820,1420,2342,0,0,457135.0
2055,3,37,2014,1.75,1760,0,3,8,1.0,10780,1760,0,2090,10780,0,0,435324.0
2056,2,32,2014,1.5,1150,0,3,7,2.0,3927,1150,0,1400,3425,0,0,297836.0
2057,4,40,2014,3.0,2760,0,4,8,1.0,13113,1760,1000,1900,13113,0,0,441289.0
2058,1,94,2014,1.0,670,0,3,5,1.0,4920,670,0,1050,4920,0,0,166573.0
2059,6,34,2014,3.0,2180,0,3,7,2.0,7956,2180,0,2214,7684,0,0,350052.0
2060,4,30,2014,2.0,1990,0,3,9,2.0,29078,1990,0,2310,28353,0,0,523949.0
2061,4,62,2014,1.75,2210,0,4,7,1.0,19025,1460,750,2640,14999,0,0,544475.0
2062,3,9,2014,2.5,1920,0,3,8,2.0,3867,1920,0,2190,3841,0,0,421725.0
2063,3,75,2015,1.75,1760,4,3,7,2.0,6788,1760,0,1630,7588,1,1,992212.0
2064,5,8,2014,4.5,4630,0,3,9,2.0,6324,3210,1420,4420,6790,0,0,749209.0
2065,3,50,2015,1.75,1940,0,3,7,1.0,9000,1290,650,1900,9120,0,0,380393.0
2066,2,18,2014,2.25,1320,0,3,7,3.0,1034,1320,0,1330,1206,0,0,320915.0
2067,3,27,2014,2.0,1450,0,3,7,1.0,9132,1450,0,1580,9104,0,0,290937.0
2068,3,0,2014,2.5,2056,0,3,7,2.0,3564,2056,0,2056,3577,0,0,334367.0
2069,3,47,2014,1.0,1330,0,2,6,2.0,45738,1330,0,1490,24000,0,0,188927.0
2070,4,8,2014,3.5,4490,0,3,9,2.0,5099,3390,1100,4290,5537,0,0,870949.0
2071,5,45,2015,2.5,2100,0,5,8,1.0,14858,2100,0,1980,11730,0,0,515483.0
2072,4,79,2014,1.75,1400,0,4,7,1.5,54014,1400,0,1910,8523,0,0,496554.0
2073,5,55,2015,2.5,1940,0,4,7,1.0,9389,1290,650,1810,9390,0,0,391733.0
2074,3,9,2014,3.25,2310,0,3,8,2.0,3075,1730,580,2310,3075,0,0,619561.0
2075,3,18,2015,2.5,3030,0,3,10,2.0,46538,3030,0,3370,51450,0,0,778790.0
2076,3,2,2015,2.5,2070,0,3,8,2.0,4689,2070,0,1880,4593,0,0,433298.0
2077,6,14,2015,3.5,4430,0,3,9,2.0,11453,3000,1430,2730,5661,0,0,885672.0
2078,3,37,2014,2.25,1750,0,4,8,2.0,8900,1750,0,1680,7910,0,0,350334.0
2079,3,19,2015,1.75,1628,0,3,7,1.0,286355,1628,0,1490,216344,0,0,397266.0
2080,4,47,2015,1.75,2260,1,4,9,1.0,17711,2260,0,2880,16594,0,0,1028352.0
2081,5,7,2014,3.0,2870,0,3,8,2.0,4369,2090,780,2640,4610,0,0,565227.0
2082,3,35,2014,1.0,1320,0,3,7,1.0,24684,1320,0,1120,21214,0,0,281427.0
2083,4,0,2014,2.75,2770,0,3,8,2.0,3852,2770,0,1810,5641,0,0,593388.0
2084,1,109,2015,1.0,660,0,3,6,1.0,3570,660,0,1520,4080,0,0,391465.0
2085,3,31,2015,2.25,1700,0,3,7,2.0,9600,1700,0,1930,9600,0,0,375542.0
2086,5,39,2015,2.75,3330,0,3,10,1.0,12408,1740,1590,2780,12000,0,0,851901.0
2087,7,108,2014,2.75,3410,0,4,8,1.5,4056,2130,1280,2510,4056,0,0,970532.0
2088,4,24,2014,2.75,2330,0,3,8,1.0,7642,1800,530,2320,7933,0,0,402225.0
2089,3,24,2015,2.5,3130,0,3,10,2.0,8750,3130,0,2860,9003,0,0,666000.0
2090,5,12,2014,3.5,3430,0,3,10,2.0,6872,2830,600,3650,6600,0,0,933687.0
2091,2,88,2014,1.0,1120,0,3,7,1.0,4800,770,350,1510,4800,0,0,464014.0
2092,5,54,2015,1.5,1750,0,3,6,1.0,12491,1390,360,1560,12473,0,0,282060.0
2093,3,38,2015,1.0,950,0,4,7,1.0,9451,950,0,1480,8352,0,0,253494.0
2094,2,64,2014,1.75,1700,1,3,8,1.0,3618,1260,440,2200,5000,0,0,625104.0
2095,3,22,2014,1.75,3020,0,3,8,2.0,360241,3020,0,1890,209959,0,0,555699.0
2096,2,7,2015,2.25,1240,0,3,7,2.0,720,1150,90,1260,810,0,0,354155.0
2097,4,10,2014,2.75,3000,0,3,9,2.0,6222,3000,0,3340,7222,0,0,704958.0
2098,3,28,2014,2.25,1580,0,4,7,2.0,7941,1580,0,1730,8051,0,0,270914.0
2099,3,0,2014,2.75,3230,0,3,9,2.0,5250,2680,550,2710,5250,0,0,704022.0
2100,3,0,2014,2.5,2420,0,3,8,2.0,4725,2420,0,2370,4200,0,0,399754.0
2101,3,42,2014,1.0,1220,0,4,7,1.0,22443,1220,0,1260,19950,0,0,257884.0
2102,4,22,2014,2.5,3430,0,3,10,2.0,42775,3430,0,3190,36820,0,0,797401.0
2103,3,38,2014,2.25,2250,0,3,8,1.0,8000,1460,790,1930,9000,0,0,462799.0
2104,2,28,2015,2.5,1390,0,3,7,2.0,1302,1390,0,1390,2052,0,0,319124.0
2105,4,13,2014,3.5,3510,0,3,10,2.0,9364,3510,0,3510,9161,0,0,845832.0
2106,3,29,2014,2.25,1470,0,4,7,2.0,4653,1470,0,1560,4119,0,0,350406.0
2107,3,109,2015,1.0,1440,0,4,7,1.5,2618,1440,0,1850,3990,0,0,622861.0
2108,5,55,2014,1.75,2490,2,4,8,1.0,24969,1540,950,2790,15600,0,0,688750.0
2109,4,12,2014,2.5,2780,0,3,9,2.0,6737,2780,0,2750,7950,0,0,582091.0
2110,5,9,2014,3.5,2950,3,3,9,2.0,7980,2350,600,2950,7980,0,0,676497.0
2111,2,9,2015,2.0,1300,0,3,8,1.0,2983,1300,0,1510,3876,0,0,461202.0
2112,2,105,2014,0.75,1040,0,3,7,1.0,4000,930,110,1700,4800,0,0,470181.0
2113,3,40,2014,1.0,1510,0,3,7,1.0,142803,1510,0,1330,46609,0,0,424179.0
2114,3,46,2014,1.75,2000,0,4,7,1.0,7560,1300,700,1900,8301,0,0,380466.0
2115,3,9,2014,2.5,3545,0,3,10,1.0,9816,2610,935,3630,7704,0,0,824726.0
2116,3,108,2014,1.75,2150,0,4,8,2.0,2527,1400,750,1610,3663,0,0,658348.0
2117,4,37,2014,2.25,2580,0,4,9,2.0,21115,2580,0,2690,10165,0,0,659474.0
2118,5,39,2014,2.75,3847,2,5,9,1.0,17654,2299,1548,2690,15344,0,0,880229.0
2119,3,26,2014,2.5,1970,0,3,8,2.0,7500,1970,0,1950,8220,0,0,393735.0
2120,3,90,2015,2.75,3150,0,4,8,1.5,5520,2130,1020,3160,6200,0,0,1260374.0
2121,2,89,2014,1.75,1230,0,5,7,1.5,3600,1230,0,1210,4500,0,0,487592.0
2122,4,45,2014,1.75,1610,0,5,7,1.0,9652,1610,0,1220,9800,0,0,292848.0
2123,3,56,2015,1.0,1530,0,3,7,1.0,8498,1530,0,1380,8498,0,0,287850.0
2124,4,38,2015,2.75,2720,0,4,8,2.0,51396,2720,0,1960,51366,0,0,516292.0
2125,2,19,2014,1.5,920,0,3,7,2.0,1598,920,0,1110,1598,0,0,266366.0
2126,1,78,2014,0.75,760,4,5,5,1.0,10079,760,0,1230,14267,1,0,311492.0
2127,3,32,2014,1.75,1140,0,4,7,1.0,8558,1140,0,1490,10530,0,0,296360.0
2128,5,10,2014,3.5,4180,0,3,11,2.0,17935,4180,0,2950,13760,0,0,1257476.0
2129,4,54,2014,1.0,1520,0,3,7,1.5,7298,1520,0,1520,7298,0,0,298518.0
2130,5,56,2015,1.75,2230,0,3,7,1.0,7560,1230,1000,1380,6570,0,0,357156.0
2131,4,58,2015,1.75,2400,0,3,7,1.0,9900,1250,1150,1960,9900,0,0,465235.0
2132,4,27,2014,2.25,2170,0,3,8,2.0,7737,2170,0,1850,8869,0,0,414373.0
2133,4,41,2014,2.5,2810,0,4,8,1.0,9800,1710,1100,2800,9800,0,0,587026.0
2134,3,46,2014,2.25,1610,0,4,8,1.0,7084,1280,330,2170,8505,0,0,415086.0
2135,5,48,2014,2.25,3580,0,5,9,2.0,16789,3580,0,3390,17000,0,0,1393045.0
2136,4,71,2014,1.5,1570,0,3,7,1.0,8775,1570,0,980,8775,0,0,279201.0
2137,4,36,2014,1.75,1980,0,2,7,1.0,9000,1480,500,1980,9360,0,0,322600.0
2138,4,10,2014,2.25,1800,0,4,8,2.0,4500,1800,0,2010,5050,0,0,406316.0
2139,3,8,2014,2.25,1360,0,3,8,2.0,1236,1140,220,1620,1231,0,0,476446.0
2140,4,103,2014,3.25,2420,0,5,9,1.5,4000,1870,550,1810,4000,0,0,989030.0
2141,3,61,2015,1.0,940,0,3,7,1.0,9272,940,0,1270,9375,0,0,235247.0
2142,3,57,2014,1.0,1010,0,3,7,1.0,6300,1010,0,1480,7480,0,0,256826.0
2143,2,29,2014,1.75,1240,0,4,8,1.0,2493,1240,0,1270,4966,0,0,352803.0
2144,3,1,2015,3.25,2320,0,3,9,2.0,6744,1930,390,1700,6744,0,0,694506.0
2145,2,65,2014,1.0,990,0,3,7,1.0,9223,990,0,1230,7244,0,0,285619.0
2146,2,9,2015,1.75,1930,0,3,8,1.0,4601,1930,0,1670,4500,0,0,538646.0
2147,4,39,2014,2.25,2480,0,4,8,1.0,9780,1900,580,2640,9780,0,0,627922.0
2148,3,58,2014,1.75,2380,2,4,8,1.0,5650,1190,1190,2350,6554,0,0,651761.0
2149,3,81,2014,1.75,1590,0,3,6,1.5,41550,1290,300,2990,6464,0,1,447764.0
2150,4,4,2014,2.5,2380,0,3,7,2.0,5737,2380,0,2380,5396,0,0,341857.0
2151,1,38,2014,2.25,2140,0,3,7,1.0,10350,1470,670,1980,8400,0,0,378886.0
2152,4,38,2015,2.25,2350,0,4,9,2.0,17709,2350,0,3360,19855,0,0,941655.0
2153,3,17,2014,2.5,3560,0,3,11,2.0,11448,3560,0,3290,11506,0,0,816771.0
2154,4,8,2014,2.5,3370,0,3,9,2.0,5000,3370,0,3370,5237,0,0,702152.0
2155,3,3,2014,2.5,1450,0,3,7,2.0,4106,1450,0,2000,4000,0,0,290547.0
2156,3,29,2014,2.25,1650,0,3,7,2.0,3788,1650,0,1510,3994,0,0,348962.0
2157,5,1,2015,3.5,4410,3,3,10,2.0,13000,2920,1490,5790,12969,0,0,1597301.0
2158,5,44,2015,3.0,2200,0,3,7,1.0,103237,1160,1040,2300,103237,0,0,426498.0
2159,3,43,2015,1.75,2490,0,3,7,1.0,7210,1290,1200,1610,7210,0,0,361427.0
2160,4,60,2015,2.0,1540,0,3,7,1.0,9279,1540,0,1540,5110,0,0,390085.0
2161,4,38,2015,3.0,2540,1,3,9,1.0,8800,1620,920,2540,8800,0,0,684922.0
2162,4,42,2014,2.25,3200,0,4,9,2.0,53357,3200,0,2650,54014,0,0,789686.0
2163,3,109,2014,1.75,1800,0,5,7,1.0,6000,900,900,1800,3000,0,0,596109.0
2164,4,26,2014,2.5,1700,0,4,7,2.0,7280,1700,0,1950,7475,0,0,333626.0
2165,3,27,2014,2.25,1490,0,4,7,1.0,9600,1170,320,1590,10104,0,0,289428.0
2166,4,25,2015,2.5,2620,0,3,9,2.0,8312,2620,0,2260,8515,0,0,553846.0
2167,4,15,2015,2.25,2680,0,3,7,2.0,5439,2680,0,2460,4473,0,0,473314.0
2168,1,98,2015,1.0,690,0,4,5,1.0,6825,690,0,1330,5381,0,0,267843.0
2169,3,24,2014,2.5,2220,2,3,10,3.0,2550,2220,0,2200,5610,0,0,863264.0
2170,3,31,2014,1.75,1630,0,3,7,1.0,9403,1630,0,1430,8461,0,0,273882.0
2171,4,9,2014,2.5,2480,0,3,7,2.0,4504,2480,0,2950,4504,0,0,387134.0
2172,3,98,2014,2.0,1750,0,3,7,1.0,4990,950,800,1700,5000,0,0,539941.0
2173,3,33,2015,2.0,1380,0,4,7,1.0,5198,1380,0,1320,6827,0,0,275311.0
